YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit ,Sample_Size,Total,Age(years),Education,Gender,Income,Race/Ethnicity,GeoLocation,ClassID,TopicID,QuestionID,DataValueTypeID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
2013,2013,AZ,Arizona,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,28.1,28.1,,,22.4,34.6,844,,55 - 64,,,,,"(34.865970280000454, -111.76381127699972)",PA,PA1,Q047,VALUE,04,Age (years),55 - 64,AGEYR,AGEYR5564
2013,2013,AZ,Arizona,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,31.8,31.8,,,25.7,38.7,596,,45 - 54,,,,,"(34.865970280000454, -111.76381127699972)",PA,PA1,Q047,VALUE,04,Age (years),45 - 54,AGEYR,AGEYR4554
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,35.2,35.2,,,32.3,38.3,1980,,,,Male,,,"(34.74865012400045, -92.27449074299966)",OWS,OWS1,Q036,VALUE,05,Gender,Male,GEN,MALE
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,34.1,34.1,,,31.6,36.6,3043,,,,Female,,,"(34.74865012400045, -92.27449074299966)",OWS,OWS1,Q036,VALUE,05,Gender,Female,GEN,FEMALE
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,34.6,34.6,,,32.7,36.6,5023,Total,,,,,,"(34.74865012400045, -92.27449074299966)",OWS,OWS1,Q036,VALUE,05,Total,Total,OVR,OVERALL
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,42.1,42.1,,,36.8,47.6,513,,35 - 44,,,,,"(34.74865012400045, -92.27449074299966)",OWS,OWS1,Q036,VALUE,05,Age (years),35 - 44,AGEYR,AGEYR3544
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,37.9,37.9,,,33.6,42.5,737,,45 - 54,,,,,"(34.74865012400045, -92.27449074299966)",OWS,OWS1,Q036,VALUE,05,Age (years),45 - 54,AGEYR,AGEYR4554
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,38.5,38.5,,,34.8,42.3,1183,,55 - 64,,,,,"(34.74865012400045, -92.27449074299966)",OWS,OWS1,Q036,VALUE,05,Age (years),55 - 64,AGEYR,AGEYR5564
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,26.4,26.4,,,23.9,29.1,1993,,65 or older,,,,,"(34.74865012400045, -92.27449074299966)",OWS,OWS1,Q036,VALUE,05,Age (years),65 or older,AGEYR,AGEYR65PLUS
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,32.3,32.3,,,30.2,34.5,3867,,,,,,Non-Hispanic White,"(34.74865012400045, -92.27449074299966)",OWS,OWS1,Q036,VALUE,05,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,46.2,46.2,,,40.6,52.0,742,,,,,,Non-Hispanic Black,"(34.74865012400045, -92.27449074299966)",OWS,OWS1,Q036,VALUE,05,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,42.5,42.5,,,32.1,53.6,125,,,,,,Hispanic,"(34.74865012400045, -92.27449074299966)",OWS,OWS1,Q036,VALUE,05,Race/Ethnicity,Hispanic,RACE,RACEHIS
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Asian,"(34.74865012400045, -92.27449074299966)",OWS,OWS1,Q036,VALUE,05,Race/Ethnicity,Asian,RACE,RACEASN
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Hawaiian/Pacific Islander,"(34.74865012400045, -92.27449074299966)",OWS,OWS1,Q036,VALUE,05,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,20.3,20.3,,,10.4,35.7,75,,,,,,American Indian/Alaska Native,"(34.74865012400045, -92.27449074299966)",OWS,OWS1,Q036,VALUE,05,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,33.9,33.9,,,21.6,48.8,84,,,,,,2 or more races,"(34.74865012400045, -92.27449074299966)",OWS,OWS1,Q036,VALUE,05,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Other,"(34.74865012400045, -92.27449074299966)",OWS,OWS1,Q036,VALUE,05,Race/Ethnicity,Other,RACE,RACEOTH
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,35.3,35.3,,,33.4,37.2,5023,Total,,,,,,"(34.74865012400045, -92.27449074299966)",OWS,OWS1,Q037,VALUE,05,Total,Total,OVR,OVERALL
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,39.4,39.4,,,36.5,42.5,1980,,,,Male,,,"(34.74865012400045, -92.27449074299966)",OWS,OWS1,Q037,VALUE,05,Gender,Male,GEN,MALE
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,31.1,31.1,,,28.8,33.5,3043,,,,Female,,,"(34.74865012400045, -92.27449074299966)",OWS,OWS1,Q037,VALUE,05,Gender,Female,GEN,FEMALE
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,33.0,33.0,,,28.1,38.3,513,,35 - 44,,,,,"(34.74865012400045, -92.27449074299966)",OWS,OWS1,Q037,VALUE,05,Age (years),35 - 44,AGEYR,AGEYR3544
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,39.1,39.1,,,34.6,43.8,737,,45 - 54,,,,,"(34.74865012400045, -92.27449074299966)",OWS,OWS1,Q037,VALUE,05,Age (years),45 - 54,AGEYR,AGEYR4554
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,36.0,36.0,,,32.4,39.7,1183,,55 - 64,,,,,"(34.74865012400045, -92.27449074299966)",OWS,OWS1,Q037,VALUE,05,Age (years),55 - 64,AGEYR,AGEYR5564
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,42.1,42.1,,,39.3,45.0,1993,,65 or older,,,,,"(34.74865012400045, -92.27449074299966)",OWS,OWS1,Q037,VALUE,05,Age (years),65 or older,AGEYR,AGEYR65PLUS
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,36.8,36.8,,,34.6,38.9,3867,,,,,,Non-Hispanic White,"(34.74865012400045, -92.27449074299966)",OWS,OWS1,Q037,VALUE,05,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,30.1,30.1,,,25.0,35.6,742,,,,,,Non-Hispanic Black,"(34.74865012400045, -92.27449074299966)",OWS,OWS1,Q037,VALUE,05,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,29.0,29.0,,,20.4,39.4,125,,,,,,Hispanic,"(34.74865012400045, -92.27449074299966)",OWS,OWS1,Q037,VALUE,05,Race/Ethnicity,Hispanic,RACE,RACEHIS
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Asian,"(34.74865012400045, -92.27449074299966)",OWS,OWS1,Q037,VALUE,05,Race/Ethnicity,Asian,RACE,RACEASN
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Hawaiian/Pacific Islander,"(34.74865012400045, -92.27449074299966)",OWS,OWS1,Q037,VALUE,05,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,48.6,48.6,,,33.6,63.9,75,,,,,,American Indian/Alaska Native,"(34.74865012400045, -92.27449074299966)",OWS,OWS1,Q037,VALUE,05,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,23.7,23.7,,,14.2,36.9,84,,,,,,2 or more races,"(34.74865012400045, -92.27449074299966)",OWS,OWS1,Q037,VALUE,05,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Other,"(34.74865012400045, -92.27449074299966)",OWS,OWS1,Q037,VALUE,05,Race/Ethnicity,Other,RACE,RACEOTH
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,54.1,54.1,,,50.8,57.3,1815,,,,Male,,,"(34.74865012400045, -92.27449074299966)",FV,FV1,Q018,VALUE,05,Gender,Male,GEN,MALE
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,47.4,47.4,,,44.8,50.0,2979,,,,Female,,,"(34.74865012400045, -92.27449074299966)",FV,FV1,Q018,VALUE,05,Gender,Female,GEN,FEMALE
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,38.7,38.7,,,35.7,41.6,1876,,65 or older,,,,,"(34.74865012400045, -92.27449074299966)",FV,FV1,Q018,VALUE,05,Age (years),65 or older,AGEYR,AGEYR65PLUS
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,50.2,50.2,,,47.9,52.5,3721,,,,,,Non-Hispanic White,"(34.74865012400045, -92.27449074299966)",FV,FV1,Q018,VALUE,05,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,58.9,58.9,,,53.1,64.5,679,,,,,,Non-Hispanic Black,"(34.74865012400045, -92.27449074299966)",FV,FV1,Q018,VALUE,05,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,40.5,40.5,,,30.1,51.8,123,,,,,,Hispanic,"(34.74865012400045, -92.27449074299966)",FV,FV1,Q018,VALUE,05,Race/Ethnicity,Hispanic,RACE,RACEHIS
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Asian,"(34.74865012400045, -92.27449074299966)",FV,FV1,Q018,VALUE,05,Race/Ethnicity,Asian,RACE,RACEASN
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Hawaiian/Pacific Islander,"(34.74865012400045, -92.27449074299966)",FV,FV1,Q018,VALUE,05,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,46.6,46.6,,,31.6,62.3,69,,,,,,American Indian/Alaska Native,"(34.74865012400045, -92.27449074299966)",FV,FV1,Q018,VALUE,05,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,49.1,49.1,,,34.9,63.5,85,,,,,,2 or more races,"(34.74865012400045, -92.27449074299966)",FV,FV1,Q018,VALUE,05,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Other,"(34.74865012400045, -92.27449074299966)",FV,FV1,Q018,VALUE,05,Race/Ethnicity,Other,RACE,RACEOTH
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,49.2,49.2,,,43.7,54.7,501,,35 - 44,,,,,"(34.74865012400045, -92.27449074299966)",FV,FV1,Q018,VALUE,05,Age (years),35 - 44,AGEYR,AGEYR3544
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,58.9,58.9,,,54.3,63.3,711,,45 - 54,,,,,"(34.74865012400045, -92.27449074299966)",FV,FV1,Q018,VALUE,05,Age (years),45 - 54,AGEYR,AGEYR4554
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,51.0,51.0,,,47.2,54.8,1135,,55 - 64,,,,,"(34.74865012400045, -92.27449074299966)",FV,FV1,Q018,VALUE,05,Age (years),55 - 64,AGEYR,AGEYR5564
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,50.5,50.5,,,48.5,52.6,4794,Total,,,,,,"(34.74865012400045, -92.27449074299966)",FV,FV1,Q018,VALUE,05,Total,Total,OVR,OVERALL
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,31.6,31.6,,,18.8,48.1,70,,,,,,American Indian/Alaska Native,"(34.74865012400045, -92.27449074299966)",FV,FV1,Q019,VALUE,05,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,21.7,21.7,,,19.3,24.4,1796,,65 or older,,,,,"(34.74865012400045, -92.27449074299966)",FV,FV1,Q019,VALUE,05,Age (years),65 or older,AGEYR,AGEYR65PLUS
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,26.9,26.9,,,15.2,42.9,81,,,,,,2 or more races,"(34.74865012400045, -92.27449074299966)",FV,FV1,Q019,VALUE,05,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Hawaiian/Pacific Islander,"(34.74865012400045, -92.27449074299966)",FV,FV1,Q019,VALUE,05,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,24.9,24.9,,,21.6,28.4,1113,,55 - 64,,,,,"(34.74865012400045, -92.27449074299966)",FV,FV1,Q019,VALUE,05,Age (years),55 - 64,AGEYR,AGEYR5564
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Asian,"(34.74865012400045, -92.27449074299966)",FV,FV1,Q019,VALUE,05,Race/Ethnicity,Asian,RACE,RACEASN
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,29.0,29.0,,,24.9,33.6,702,,45 - 54,,,,,"(34.74865012400045, -92.27449074299966)",FV,FV1,Q019,VALUE,05,Age (years),45 - 54,AGEYR,AGEYR4554
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,28.0,28.0,,,26.1,30.0,4673,Total,,,,,,"(34.74865012400045, -92.27449074299966)",FV,FV1,Q019,VALUE,05,Total,Total,OVR,OVERALL
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,31.3,31.3,,,28.2,34.5,1779,,,,Male,,,"(34.74865012400045, -92.27449074299966)",FV,FV1,Q019,VALUE,05,Gender,Male,GEN,MALE
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Other,"(34.74865012400045, -92.27449074299966)",FV,FV1,Q019,VALUE,05,Race/Ethnicity,Other,RACE,RACEOTH
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,24.2,24.2,,,22.2,26.3,3614,,,,,,Non-Hispanic White,"(34.74865012400045, -92.27449074299966)",FV,FV1,Q019,VALUE,05,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,34.4,34.4,,,32.5,36.3,4871,Total,,,,,,"(34.74865012400045, -92.27449074299966)",PA,PA1,Q047,VALUE,05,Total,Total,OVR,OVERALL
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,24.7,24.7,,,20.0,30.0,492,,35 - 44,,,,,"(34.74865012400045, -92.27449074299966)",FV,FV1,Q019,VALUE,05,Age (years),35 - 44,AGEYR,AGEYR3544
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,25.0,25.0,,,22.7,27.5,2894,,,,Female,,,"(34.74865012400045, -92.27449074299966)",FV,FV1,Q019,VALUE,05,Gender,Female,GEN,FEMALE
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,49.2,49.2,,,43.2,55.2,669,,,,,,Non-Hispanic Black,"(34.74865012400045, -92.27449074299966)",FV,FV1,Q019,VALUE,05,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,24.7,24.7,,,16.1,35.8,119,,,,,,Hispanic,"(34.74865012400045, -92.27449074299966)",FV,FV1,Q019,VALUE,05,Race/Ethnicity,Hispanic,RACE,RACEHIS
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,39.5,39.5,,,35.8,43.4,1094,,55 - 64,,,,,"(34.74865012400045, -92.27449074299966)",PA,PA1,Q043,VALUE,05,Age (years),55 - 64,AGEYR,AGEYR5564
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,45.1,45.1,,,42.1,48.2,1831,,65 or older,,,,,"(34.74865012400045, -92.27449074299966)",PA,PA1,Q043,VALUE,05,Age (years),65 or older,AGEYR,AGEYR65PLUS
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,43.4,43.4,,,40.2,46.6,1777,,,,Male,,,"(34.74865012400045, -92.27449074299966)",PA,PA1,Q043,VALUE,05,Gender,Male,GEN,MALE
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,39.3,39.3,,,36.8,41.9,2886,,,,Female,,,"(34.74865012400045, -92.27449074299966)",PA,PA1,Q043,VALUE,05,Gender,Female,GEN,FEMALE
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,42.4,42.4,,,40.2,44.7,3619,,,,,,Non-Hispanic White,"(34.74865012400045, -92.27449074299966)",PA,PA1,Q043,VALUE,05,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,38.5,38.5,,,32.6,44.6,658,,,,,,Non-Hispanic Black,"(34.74865012400045, -92.27449074299966)",PA,PA1,Q043,VALUE,05,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,30.2,30.2,,,21.2,41.1,119,,,,,,Hispanic,"(34.74865012400045, -92.27449074299966)",PA,PA1,Q043,VALUE,05,Race/Ethnicity,Hispanic,RACE,RACEHIS
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Asian,"(34.74865012400045, -92.27449074299966)",PA,PA1,Q043,VALUE,05,Race/Ethnicity,Asian,RACE,RACEASN
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,,,~,Data not available because sample size is insufficient.,,,,,,,,,Hawaiian/Pacific Islander,"(34.74865012400045, -92.27449074299966)",PA,PA1,Q043,VALUE,05,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
2013,2013,AR,Arkansas,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,48.7,48.7,,,33.3,64.3,70,,,,,,American Indian/Alaska Native,"(34.74865012400045, -92.27449074299966)",PA,PA1,Q043,VALUE,05,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
